Gene,Mean_GBM,Mean_Other,Diff_Score,T_Stat,P_Value,FDR,Cohen_D,Std_GBM,Std_Other,Rank_Selectivity
SGK3,0.052346881189254624,0.07740789861772913,-0.02506101742847451,-2.320288453541887,0.022993397626053447,0.11899081068770052,-0.2853831611392092,0.08615895752756414,0.08792189387062577,2996
TAB1,0.06031923132778587,0.08537462463072718,-0.025055393302941306,-1.768256094856411,0.08111473183156122,0.2579301749373513,-0.24111863325654734,0.11380027798101762,0.10323785402210434,2997
APLP2,0.0648937725798447,0.08993996160235342,-0.025046189022508714,-1.9049021636435555,0.06056918101874625,0.21506257125685918,-0.23800884104090644,0.10500371713283917,0.10524700879805293,2998
MCUR1,0.00849707127316276,0.03352563529619391,-0.02502856402303115,-1.4959413787029234,0.13886946872898698,0.3553932839302764,-0.19866666788047568,0.13415753931435215,0.12543302364937262,2999
SIGLEC6,-0.029354242354382096,-0.004342404339950991,-0.025011838014431104,-1.4484753210756132,0.15152926070933076,0.3740976419907765,-0.1721381479048098,0.13738664998456213,0.14580040886502504,3000
ZNF441,-0.1235801925996976,-0.09859182970067373,-0.02498836289902387,-1.8168128019757632,0.07314023282540916,0.24264153835197252,-0.21910073841817967,0.109554886001434,0.11433563169691141,3001
MRGBP,-0.8067112055018248,-0.7817346201194569,-0.02497658538236791,-0.6710581487648708,0.5041485373653523,0.7260510688529443,-0.075545063462628,0.2947921128152607,0.3328131229692871,3002
USP9X,-0.6021444746180493,-0.5771708072444055,-0.024973667373643815,-0.6262901982563517,0.5329384274446813,0.7472723602213466,-0.07064169916147872,0.3158813077738468,0.3558344220562872,3003
MRPL27,-0.6038931916727142,-0.5789365546309208,-0.024956637041793406,-1.2577194347917395,0.21195199393167163,0.4509921921429695,-0.11936346091381314,0.1542995039774479,0.21215211264848519,3004
GPATCH3,-0.2297095240701703,-0.2047680824663099,-0.024941441603860415,-1.631169197431467,0.10709138388307383,0.3054067636354832,-0.22548408555764232,0.12290041303270724,0.10976676961615828,3005
GPR107,-0.020950592509351162,0.003990613595981492,-0.024941206105332653,-1.512700663273462,0.13443113398587173,0.34858847899535006,-0.17931508436005586,0.13115575667842008,0.1395916093173116,3006
PLOD2,0.013024511669432987,0.0379587309980651,-0.02493421932863211,-1.9243888884329843,0.05804213719678125,0.20890276235959143,-0.24042096590019,0.10347507094277707,0.10372596143104519,3007
MT1M,-0.07267482700294159,-0.047742764163715125,-0.024932062839226464,-1.480037288987925,0.1438688315501359,0.36256954218260706,-0.1827648367855212,0.12032852742956175,0.13739637069462665,3008
SCCPDH,0.13688579418567412,0.16181720341156886,-0.024931409225894735,-2.0060214106658902,0.048426391705705604,0.1875855756480897,-0.2558692200835752,0.0993956809254045,0.09730951703776193,3009
AASS,-0.03863272288827921,-0.013728317641506541,-0.02490440524677267,-2.0327676920054913,0.04541400686297018,0.18030140968416788,-0.22244818447978704,0.09678458577272693,0.11287135926867446,3010
MAT1A,-0.058352713039640444,-0.033457690402131396,-0.02489502263750905,-1.6106334274888443,0.11142689833738166,0.3128962503070091,-0.20646730743867434,0.12365691108512833,0.12037316322677293,3011
PCCB,-0.07429044708557003,-0.04939721589848231,-0.024893231187087722,-2.0729153800665086,0.04134266225341011,0.17026074342349487,-0.2137033225772211,0.09429889150683445,0.11778224661225521,3012
VEPH1,0.02722823014731891,0.052119429143884975,-0.024891198996566066,-2.0732132108115047,0.041523140417520185,0.17065425440153392,-0.2557932879272563,0.09579541251855532,0.09740742050375176,3013
CPTP,0.2669783551922137,0.29186804885668577,-0.02488969366447208,-2.22344862039383,0.028946017275608887,0.13675542345894343,-0.22732066492845882,0.0878226762299062,0.1107531109448392,3014
ADAMTS17,-0.050867780286831844,-0.025981114394237514,-0.02488666589259433,-1.9755850223750913,0.051747497608352,0.1949746542583231,-0.2298823008951895,0.10005586685735417,0.10876993081688098,3015
COLEC11,0.044890496530911504,0.06975623694298837,-0.024865740412076863,-2.0625290948252264,0.04235533410042929,0.17213814500335395,-0.2142188342522836,0.09474416662400795,0.11732849465970156,3016
MYL5,0.048965207322967844,0.07381004746054179,-0.024844840137573945,-2.0023928432418154,0.04856803603474537,0.18793125898554577,-0.20601475782547118,0.09740895722192615,0.1219518107484671,3017
COX4I2,-0.06489774895975756,-0.04006466526969633,-0.02483308369006123,-1.409463213489182,0.1628281815434616,0.38846089984776605,-0.18584875881514815,0.1412135009135231,0.13311138590716917,3018
STK4,-0.11616013354754631,-0.09133941357478018,-0.024820719972766137,-2.0970947077321522,0.03914961495872348,0.16454840446410865,-0.22690533808677524,0.09339956869500955,0.11034687478139997,3019
PPBP,0.005877449833946917,0.030683405686366808,-0.02480595585241989,-1.7628599791836514,0.08196543821697717,0.25957979141224313,-0.22608237467665618,0.11257805418213973,0.10953262033111028,3020
RPL31,-2.6419163806702244,-2.617111997222638,-0.024804383447586176,-0.5022823457101955,0.6169227260603498,0.8050639171578029,-0.06342489843137837,0.39467313082033334,0.39084828198659577,3021
NUMBL,-0.02811891617350021,-0.0033147759454759686,-0.024804140228024244,-1.7437907472617593,0.08521069534559822,0.26592202219875155,-0.21398270907090755,0.11344881963425782,0.11607511520706933,3022
PELI1,0.08271024541265451,0.10750537547118169,-0.02479513005852718,-2.091647759061235,0.039612888704741535,0.16553220866108612,-0.2200463428547411,0.093284556788561,0.11382759190406268,3023
MTERF2,-0.08585068677560737,-0.06105792089531636,-0.024792765880291008,-1.6716714911527146,0.0987540272945814,0.2905430255367861,-0.2205496821212229,0.11887460734175338,0.11198074275555844,3024
ZFX,-0.3330101626911295,-0.3082180805711949,-0.02479208211993461,-0.7873234724532286,0.4335310805711253,0.6697707769415671,-0.09760746948991912,0.2513352988389963,0.2541698544148136,3025
SLC14A1,0.03240029570928299,0.05718904495033093,-0.024788749241047944,-2.5716425271696006,0.011942364304432757,0.07881432990165027,-0.26605198725877527,0.07572066038670949,0.09419487457388767,3026
TAS2R20,0.09989856794389564,0.12468190012841325,-0.024783332184517615,-1.8874632152206585,0.06279321064717917,0.21958174721971946,-0.2138187055887897,0.10405518908919437,0.1166367533382241,3027
TTBK2,-0.044185454050734645,-0.019416533060661247,-0.024768920990073398,-2.1028141921499235,0.03874106909385497,0.1636048304102481,-0.2508662730380168,0.09374491786551899,0.09904905830387069,3028
CALHM2,0.0036013261521949513,0.028365321739743245,-0.02476399558754829,-2.144756197652075,0.03519366470911421,0.15451949116041305,-0.2778398827178965,0.09243738600123812,0.08891129811665427,3029
KCNAB1,-0.03565979270782602,-0.01090703856934202,-0.024752754138484004,-1.8805103726172627,0.0636524292616414,0.22170779119861928,-0.1989309529633141,0.10363945150618079,0.12566092000466353,3030
GUF1,-0.10523072307251928,-0.08048196741193095,-0.02474875566058833,-2.133283384835064,0.0359667263167528,0.1564578771435455,-0.22982002513241165,0.09151031214215002,0.10865552163528092,3031
BBS7,0.11313995958236928,0.13788240876862362,-0.024742449186254345,-1.6613462248174011,0.10091626820460145,0.29480218380168977,-0.2435509978168542,0.12008345405806857,0.10027069126933172,3032
TNRC6C,-0.12063583834818052,-0.09589589374486716,-0.024739944603313357,-1.6302197860682366,0.10724296969702925,0.3056445812738057,-0.2145958648983287,0.12162019206689138,0.11486251060083502,3033
TNFAIP8L1,-0.09234050666375164,-0.0676043890428585,-0.024736117620893144,-2.3776193454054737,0.01986564022939417,0.10886637987569281,-0.27196280354736857,0.08251543410963402,0.09147549993656938,3034
SPATA6L,0.12102910515780246,0.14573899819311142,-0.02470989303530896,-1.7863646279639904,0.07787140864764584,0.2516476245286418,-0.19811472528431376,0.1094102653485266,0.12565584233100455,3035
KDM6B,-0.0885773928734103,-0.06387316534778667,-0.024704227525623623,-1.9598216192485978,0.053516967263547065,0.19899803060721574,-0.2138575241448969,0.09955334507249924,0.11647895744964386,3036
SRR,-0.0730608643357172,-0.0483710290558545,-0.024689835279862696,-2.00660401365722,0.04814772993487793,0.18711247192507502,-0.21242974588265232,0.09688733715958536,0.11737240294897153,3037
KPNA5,0.024045851831420023,0.048731525983100946,-0.024685674151680922,-1.8406537198633048,0.06954866441729064,0.23494293550611123,-0.22598662765842642,0.1069694382513022,0.10938072182206138,3038
STK16,-0.06077730187370003,-0.03610438583374771,-0.024672916039952315,-1.7384620223462293,0.08626330236123374,0.2678906501863577,-0.2370065761749589,0.11398224876403755,0.10342753147699811,3039
EP400,-1.0152192903693618,-0.9905495036473583,-0.024669786722003484,-0.7728596410031319,0.44205551909565743,0.6776521768747742,-0.10598934125867568,0.25644642186929856,0.23113378805830695,3040
FGF12,0.06970469112348265,0.09437447617101656,-0.024669785047533907,-2.4126446377099136,0.01815760421249636,0.10296774229420376,-0.26958323457089134,0.08093284724369043,0.09215623696325029,3041
JAKMIP2,-0.018361178355289786,0.006307914220600788,-0.024669092575890575,-2.365094042930681,0.020386082348376324,0.11053608787080009,-0.23965459656648944,0.08175048196995739,0.10416378313900349,3042
SCLT1,0.08606604739700822,0.11072882750349451,-0.024662780106486287,-1.958340674722318,0.05387895152586924,0.1996975625219458,-0.2510630863884759,0.10075324563096649,0.09806740412289569,3043
ZNF561,0.06849541811654389,0.09315621044533016,-0.024660792328786277,-1.3566359395215846,0.1787539604562687,0.4095103187608731,-0.15028112940697622,0.14376549619562068,0.16533252791745048,3044
SSC5D,-0.09309110932530272,-0.06843461617784893,-0.024656493147453787,-2.2908008727463525,0.02459772207024452,0.12442972144187893,-0.24443792235107972,0.08482015916168849,0.10182567439037571,3045
CTSB,0.08043822382871511,0.10508867076468084,-0.024650446935965728,-1.864124801779559,0.06606665477898357,0.226481792107036,-0.21530523535971952,0.10496698365207553,0.11508233230453455,3046
CD6,-0.06719883692116808,-0.04255200274676674,-0.024646834174401347,-1.720294755883521,0.08919061420625171,0.2727279848793144,-0.17882247365068274,0.11260240564135417,0.139309854310607,3047
MAP1LC3C,0.006205158364876996,0.030844258993415932,-0.024639100628538937,-1.8837530265540654,0.06334439513169686,0.22102127828496915,-0.22102682238966695,0.10396034887959543,0.11194653920394391,3048
SYCE2,-0.04504634681376497,-0.020411943548321165,-0.02463440326544381,-2.3154559909205386,0.023206655536909645,0.11957429322768012,-0.2642805184702403,0.08436667582664771,0.09375909713381335,3049
CIC,-0.043643069271098095,-0.019015490807542747,-0.024627578463555348,-1.1293571980493167,0.26220867563990397,0.5097207028294795,-0.13047275424480154,0.17310213309618455,0.18972909952051392,3050
CTNNA2,-0.06206801618866361,-0.037445640900341616,-0.024622375288321993,-1.8016547439970203,0.07547468769438723,0.24715122938626433,-0.20987469606896003,0.10855988906844669,0.117866125512725,3051
F9,-0.05914065725560058,-0.03452214749722983,-0.024618509758370752,-1.6556885809568296,0.10186244248111884,0.29655714501200553,-0.2003054156553964,0.11846561237369314,0.12318781448825812,3052
CISD1,0.023719305876544923,0.048330404614307494,-0.02461109873776257,-2.5760697978207516,0.012270574215016851,0.08003771053090838,-0.286971274254714,0.06760563589248465,0.08681011012075146,3053
CA10,-0.1290293273695963,-0.10442905454762921,-0.024600272821967084,-2.0858490900039777,0.0401368237842883,0.16678873401531252,-0.2172917697417943,0.09271405351067002,0.11441821317677918,3054
ODF3L1,-0.09082045557785061,-0.06623268164644094,-0.024587773931409665,-2.266940529643434,0.026080203957237633,0.12877126977803421,-0.24114799230574602,0.08544770771198962,0.1029428649477979,3055
SLC9A3R2,-0.041128600102513846,-0.016561510143476812,-0.024567089959037034,-1.7872595831774816,0.07791799740020185,0.2516476245286418,-0.2323539232836472,0.1100707303263106,0.10544315539164505,3056
TCEAL4,0.05788438132874457,0.08243807186882171,-0.02455369054007714,-1.500370032426161,0.13768345553121664,0.3538859214329973,-0.19240459424785755,0.130927795553308,0.12739661490746135,3057
ERO1A,0.0018121614305314875,0.026360922601127188,-0.0245487611705957,-1.7038654417806494,0.09234320507916349,0.27881392565871166,-0.19055707795981586,0.11404656998544566,0.12972850109148082,3058
COL21A1,0.05808526734615949,0.08263350507517762,-0.02454823772901813,-2.0400444678609664,0.04473726151558391,0.17862031534979628,-0.23696913346353826,0.09556296687744652,0.10409292883736786,3059
CLIC4,-0.0694674754556782,-0.044920704255020164,-0.02454677120065804,-1.5568625659691768,0.12373696462754975,0.3315987913221633,-0.21076423205972178,0.1265742874726608,0.11577808606191593,3060
HTN1,0.009063227007705748,0.03360938966995683,-0.024546162662251084,-1.4333484619357946,0.1568237487982376,0.38097908680411846,-0.1887347707503581,0.12293783357662146,0.13050555521194748,3061
HTR5A,0.059195226620168545,0.0837392877804128,-0.024544061160244254,-1.6989247206046003,0.09339107093641479,0.2807839190075207,-0.20779636020821082,0.11519604796732807,0.11830319027807967,3062
SCPEP1,-0.2732873428497838,-0.24874515577700823,-0.024542187072775556,-1.460489198174136,0.14837261588742395,0.3694070224211884,-0.20110899030090537,0.1350358862853711,0.12114106707399215,3063
OR2H1,-0.12669304367028966,-0.10215096876366539,-0.024542074906624273,-1.4939612847449042,0.1404511736947075,0.3574875375286639,-0.22090162057970467,0.11879832178621537,0.11058071621929087,3064
IL23R,-0.0014267842025641427,0.023103424342998283,-0.024530208545562426,-1.5533677183248773,0.12449796251484833,0.3327430266587786,-0.19676395876750663,0.1262344111537824,0.12456573751488534,3065
PTER,0.13870373769916491,0.1632216829151289,-0.024517945215963982,-1.323821048455655,0.18970831806986957,0.42404136765280864,-0.20188622465615597,0.1496185674000355,0.11938359258321107,3066
ZNF841,-0.07214861790062743,-0.047632475303949345,-0.024516142596678087,-1.8211191860446914,0.0725941204542902,0.24170139690726533,-0.24513907156968778,0.10803556346715702,0.09946510619998167,3067
ARHGEF10,0.050409035437028196,0.07491779303129276,-0.02450875759426456,-1.7517099266906073,0.08397719078942098,0.26371191034064934,-0.24812798981072484,0.11261066459987577,0.09780781394650595,3068
TBRG1,0.06713917494027266,0.09163753528548241,-0.024498360345209746,-1.3149177289205016,0.1924667537726223,0.4277695678967936,-0.16177978842797747,0.14862516485806315,0.151610786785286,3069
MED27,-1.0631679320573533,-1.0386736034380075,-0.02449432861934575,-1.0973541340918778,0.275880031944191,0.5248839049234013,-0.12874403970281706,0.1774117086640927,0.19106083597691612,3070
TRIM2,0.04299906254178554,0.06749153667707665,-0.024492474135291112,-1.6091862929104914,0.11185349101641186,0.31341418270017607,-0.23019910845916647,0.1225678650949979,0.10526010160879597,3071
CSTA,-0.0766305901970201,-0.052141801014462766,-0.024488789182557327,-1.508590260744459,0.13548999241908605,0.3504718773898777,-0.18057730725379004,0.12922619094276164,0.1360186061791392,3072
PTPRT,-0.10622408567134549,-0.0817551440761607,-0.024468941595184784,-2.4051583869277264,0.01831826418239121,0.10374756634695413,-0.2231023006078245,0.07887063475984167,0.1113833426629566,3073
TRMT61B,-0.22806131541630342,-0.20359818649592618,-0.024463128920377247,-1.5911639671669602,0.1155415108543925,0.31912736154191496,-0.17414955360588433,0.12145659225049453,0.14161935647740778,3074
ATP23,-0.45195212338730906,-0.4275059118571557,-0.02444621153015336,-1.2784982907849984,0.20492195263233787,0.4419554732221845,-0.15481799007284155,0.15235316154081216,0.15825683100621782,3075
SCIN,-0.061085818373863975,-0.03665550666066914,-0.024430311713194833,-1.665502192527933,0.09995577508034496,0.2930042509343903,-0.21441573272078612,0.11738435908579249,0.11371147722523085,3076
CCR5,0.03543425290231377,0.059862513137790424,-0.024428260235476652,-1.6518064532666312,0.10243979337448106,0.2977545688114476,-0.17178823235392526,0.11623728621726903,0.1437248360196076,3077
ZNF805,0.13792267658120855,0.16234178133550875,-0.024419104754300203,-2.01959913414788,0.04694537089212808,0.18399507004737675,-0.2526870039441821,0.09657005390948997,0.09664215284129776,3078
SMCP,0.10642993234756043,0.13083732957212588,-0.024407397224565447,-1.9123883929214849,0.05931584228590995,0.2121245249359097,-0.19371498234439338,0.10002628473092443,0.12750120058988124,3079
ATP6V0A2,-0.19153637817221505,-0.16713078600145362,-0.024405592170761436,-1.6583927810508965,0.10085694392980193,0.29473042073097755,-0.1509078641324402,0.11378488986372667,0.16435736227507192,3080
NDST2,-0.09283139631263934,-0.06842840104232617,-0.02440299527031317,-1.5593926252647101,0.12302908694456217,0.3307894074078489,-0.19135788183672398,0.1248125670516207,0.12769972734148355,3081
QDPR,0.03727404579756618,0.06166530162056548,-0.0243912558229993,-2.156466269085874,0.034255439812012026,0.1518247818296808,-0.28618341935186653,0.09069138246777181,0.08486234132410399,3082
BTG3,0.029907997551169692,0.05429519241467491,-0.02438719486350522,-1.8570388060827974,0.06719661171464453,0.2292868591161353,-0.23721229839592006,0.10503643510942805,0.10266093879551554,3083
NEO1,-0.14301510256796116,-0.11863595229633787,-0.02437915027162328,-1.5536932010841351,0.12423567565661259,0.3324605071323112,-0.17073485430699037,0.12400566401944346,0.14392540462535672,3084
LRRC25,0.0625232022703469,0.08689274364243074,-0.024369541372083844,-1.6627965049366875,0.10035958292487963,0.2938037030899619,-0.19104425341924539,0.11628360837470725,0.12825814630854707,3085
GOLGA2,-0.1912605223009736,-0.166915445217639,-0.024345077083334582,-1.429671452078783,0.15691323355312609,0.38114483755636736,-0.18044760487623057,0.136087522859465,0.1348383821700955,3086
APIP,-0.0895746050610405,-0.06523479309973536,-0.024339811961305136,-1.5594436269359977,0.12276111309094462,0.3303661291961171,-0.15992579140288865,0.12249199664329909,0.15392643026188732,3087
PCDH18,-0.027785847001607907,-0.003457321478877801,-0.024328525522730106,-1.969803261374142,0.05237044731282824,0.19629065442439866,-0.22014255328999577,0.09775817874281661,0.11129087982316217,3088
SLC30A1,0.03405568981507427,0.05838308190262112,-0.024327392087546848,-1.6395413674951282,0.10492250109341539,0.30145255040955476,-0.1654209356049482,0.11623819897272619,0.1488460194833936,3089
TSGA10,-0.21595954426985334,-0.19163421729560065,-0.024325326974252687,-1.6563322349298262,0.1017377290200755,0.2963384046554538,-0.20137429853791677,0.1170528778427978,0.12103586141792547,3090
ANKRD45,0.06403784177807989,0.0883497786609759,-0.024311936882896013,-2.1616055981563123,0.03376399599776622,0.15045283604273016,-0.2622695640128796,0.08962875942071076,0.09289424202675713,3091
LRRC71,-0.26305415671672827,-0.2387457150192398,-0.02430844169748847,-1.3581026889895913,0.17846770188276456,0.4092872349256899,-0.1737189745339085,0.1431739339597059,0.13971625113955743,3092
CLCN7,-0.04543044835934276,-0.021124801533040118,-0.024305646826302645,-2.02532063274951,0.046247830783330446,0.18228960453321735,-0.23241567119071893,0.09520926438940555,0.10515832002673717,3093
SIAH2,-0.02590569454115088,-0.00160034731265076,-0.02430534722850012,-1.9022452437188364,0.06067691565308241,0.21523200288336708,-0.196397508756758,0.10034850327130385,0.12512558763132917,3094
SCAMP4,0.1069906347886197,0.13129129055430883,-0.024300655765689128,-1.8432727449347661,0.06911946582464716,0.2338363559359416,-0.2184168924180645,0.10486680509077205,0.11166081818386595,3095
SIGIRR,-0.005903362563618706,0.018386817155340584,-0.02429017971895929,-1.874064853405068,0.06485054969106131,0.22455913261971905,-0.2570544576999546,0.10413160762455646,0.09383376424832095,3096
EXOSC7,-1.0271624661927685,-1.0028827764940982,-0.024279689698670337,-0.931426330897184,0.35453162046954656,0.6008039397636744,-0.11045049320130414,0.20736231404376934,0.22060966741794688,3097
CCDC182,-0.08738606753185701,-0.0631115914688855,-0.02427447606297152,-1.8978191241147837,0.06134861728148173,0.2168852635004434,-0.20752325760699503,0.10103730439045774,0.11793337628805767,3098
SH3KBP1,0.15160519126242752,0.17586753300232297,-0.024262341739895443,-2.6098848946988613,0.010873534121076472,0.07421901040160725,-0.31085598275614507,0.07397718706430224,0.0783074539682178,3099
PAQR4,-0.20213077387205325,-0.17788486973874376,-0.024245904133309487,-1.5302146356708572,0.13006755774563894,0.3417055282237018,-0.18489865921167684,0.12622773024312922,0.13144307090569543,3100
TMEM229B,-0.09323559663096803,-0.06899489802918213,-0.024240698601785904,-2.0078754443808355,0.04799713772939094,0.18672958920063112,-0.21065267767848944,0.09497667868802433,0.11626013776283745,3101
PSG5,-0.14610491601721765,-0.12187643702720967,-0.024228478990007976,-1.540084966544115,0.12773211752807512,0.3378981044081682,-0.200606786103475,0.12599161817671015,0.12042921145191782,3102
PODXL,-0.12040899187632519,-0.09618204929343425,-0.02422694258289093,-1.7075234643952408,0.09175588597454679,0.2778711014034113,-0.205656162593968,0.11300387441882628,0.11810827874675045,3103
CA11,-0.11078399955164618,-0.08656715345414288,-0.024216846097503297,-2.3124599778102475,0.02319095359277944,0.1195277346571222,-0.22139607357534588,0.08152550864600347,0.11095098680054029,3104
C6orf141,-0.03199688283746846,-0.007785457144506946,-0.024211425692961513,-1.886490957495738,0.06286380322706683,0.2197292116305137,-0.20407424678420405,0.1012756792902546,0.11968157463086893,3105
CCDC170,0.13230562583348457,0.15651061971498262,-0.02420499388149805,-2.430805177972611,0.017382864811746335,0.10019034038554277,-0.28901999995086086,0.07922851789256134,0.08403382940169966,3106
NCOA3,-0.1824133488158743,-0.15821262616392037,-0.024200722651953915,-1.4327655323541495,0.15612195133937468,0.37999493816564783,-0.19766027639448536,0.1357482033781791,0.12152038765170468,3107
MYBPC1,-0.031712897923867056,-0.007515518779233082,-0.024197379144633973,-2.071839879073552,0.04144231230268818,0.17051447955472734,-0.21309127724288923,0.0916872679003039,0.11483107877139496,3108
UGT1A3,-0.13009389893978465,-0.10589741396136962,-0.024196484978415034,-1.6076632379745444,0.11297560131916384,0.31507759106734934,-0.20385601121891386,0.10774417394447376,0.1193708249745691,3109
TAS2R9,0.0039031093084085236,0.028094763654689395,-0.024191654346280872,-2.413499812797399,0.018131954038413167,0.10288736324771725,-0.27419689808150094,0.07945287885863815,0.0887675106662917,3110
CYP2B6,0.036046248355996395,0.06023415644775031,-0.024187908091753918,-1.8875893452373078,0.06280936821649329,0.21958174721971946,-0.21957710721305998,0.1017774599159615,0.11067936856098438,3111
ACSF3,0.07896046131699859,0.10314324232135395,-0.024182781004355364,-1.8555439742363447,0.06725025427292902,0.22938259641770786,-0.20689975686093892,0.10313487649509197,0.11771943324609671,3112
PPP1R36,0.014759251323852588,0.038934032302268495,-0.024174780978415907,-1.8794778800544385,0.06392212013349849,0.22222915939483132,-0.21852470870763202,0.10215703636528067,0.11115532575750156,3113
PNPO,-0.16422113648271616,-0.1400538083992286,-0.024167328083487566,-1.895272008541927,0.06172764522080021,0.217577316386207,-0.2131940889422224,0.10098797579192492,0.11411584014248193,3114
PIAS3,-0.046862994833829434,-0.022705145703468564,-0.02415784913036087,-1.4590710874377024,0.1486070860672363,0.36982842977721475,-0.17464244512069685,0.13180591666808542,0.13874067799792864,3115
CLDND2,-0.04315885102724238,-0.019007105973149384,-0.024151745054092996,-1.372560799827776,0.17409857798381453,0.40411153421718815,-0.2071417296971105,0.14208048644294025,0.11474338928917252,3116
ZNF616,0.03459689824905174,0.058740239817476954,-0.024143341568425215,-1.6095009042889468,0.11170095443942706,0.31324832875404546,-0.21141247134559896,0.12019872990798212,0.11379941681047458,3117
AFTPH,0.02609286717144213,0.05023280494438178,-0.02413993777293965,-1.4734922962862778,0.1446756807311441,0.3635341411421167,-0.1745473512531755,0.13031292952717194,0.13880337798546116,3118
TMEM62,-0.16538005414734724,-0.14125222642960178,-0.024127827717745465,-2.632638405582403,0.010114538040889251,0.0711509539471107,-0.2643435143711873,0.07175721783215099,0.09240031400724232,3119
SLC6A11,0.03366411641386535,0.05778946042397074,-0.02412534401010539,-2.10003135824969,0.03896770511284108,0.1640596197178571,-0.24466979830752855,0.09125657950575514,0.0990622868162249,3120
TUBB2A,0.03805452683731388,0.062173186583955854,-0.02411865974664197,-1.3615305633826238,0.1772842014373807,0.4080198968006255,-0.15949867841642112,0.14077855391436256,0.15186884717023874,3121
FKBP7,-0.09996343579834568,-0.07584860259439191,-0.024114833203953773,-1.7216539842405212,0.08916755994827638,0.2727279848793144,-0.21051833118275243,0.11168498907703411,0.11473349811273235,3122
SPSB4,0.04258415575906134,0.06669068539793353,-0.024106529638872193,-1.7673827730615381,0.0810115580428155,0.2576934978296478,-0.19480288123225656,0.10782366909642171,0.12471284709958913,3123
MBOAT7,0.04533704759817542,0.06943769529697404,-0.02410064769879862,-1.8821492002971374,0.06351973470524382,0.2214176444400713,-0.21303730370843696,0.10146709096661151,0.11384527800870253,3124
CUL4B,-0.06164565656656409,-0.03756599031459486,-0.02407966625196923,-1.3722633001958562,0.1737749782114976,0.4036216495220678,-0.1437251358554065,0.1380210901260492,0.16927995318780872,3125
NOVA1,-0.02025336469562619,0.0038223142564002242,-0.024075678952026416,-2.041868879663201,0.04460365629484553,0.17816621987589112,-0.24899573897207655,0.09399816439510704,0.09686354106665895,3126
ARMC6,-0.33316698935420513,-0.30909320386842276,-0.024073785485782373,-1.3824971938393005,0.17074542892048497,0.3990662520820146,-0.1573760741046104,0.13805303849084213,0.15388913858529726,3127
SPATA7,-0.012616498150572867,0.011440645110372046,-0.024057143260944915,-1.9980174457091353,0.04919276170653121,0.18920536468464416,-0.22927688907356225,0.09552338182512266,0.10550820924990824,3128
KLHL42,-0.07725110195177318,-0.053200386843869366,-0.02405071510790381,-2.019893834338688,0.04680152252055802,0.18367216027930092,-0.22804291770940105,0.09433050641815253,0.10614895452402674,3129
HCFC2,0.03574649967374128,0.0597902234555875,-0.024043723781846223,-1.6760897285222287,0.0978097903243624,0.2887195313685967,-0.20717049381639868,0.11447333538283537,0.11615987567759085,3130
FAM83F,0.10251726980911172,0.12655995767047357,-0.02404268786136185,-2.040111128024346,0.04457712699205911,0.17812841170084692,-0.2097788415630761,0.09251562675796443,0.11589982696666283,3131
LIMCH1,-0.0728071076549045,-0.048769950098542375,-0.024037157556362126,-1.9522720510920186,0.054452394014434205,0.20089208413931467,-0.21799925848126134,0.09744732070130843,0.11104420341943645,3132
RLN2,-0.005415441501153216,0.018621291108536997,-0.024036732609690213,-1.2949573386397433,0.19930616637180318,0.43513440511540274,-0.1710964018627751,0.14879031420818478,0.13992980913391959,3133
ZNF14,0.07553638318911772,0.09956584295999266,-0.024029459770874936,-1.6754766095346185,0.0978191784377324,0.2887195313685967,-0.18982930165573292,0.11365622370595356,0.1273793219348165,3134
PRTN3,0.04253141472592334,0.06655232962002124,-0.024020914894097897,-1.6428547305972947,0.10446936145516675,0.30090932872025095,-0.19426470066882712,0.11628623815840372,0.12411388210611335,3135
CCDC178,-0.04445753048221829,-0.02045695713368037,-0.024000573348537918,-1.9114627713187557,0.05967370462861474,0.21301847610782615,-0.23141681551999577,0.1000434933958582,0.10394533433335486,3136
CTF1,-0.04801525056220381,-0.02401654584820054,-0.023998704714003265,-1.8416543733040307,0.06936352491605792,0.2344942242213112,-0.21909498808362007,0.10368735243945007,0.10990490091217175,3137
MUC21,0.008877667057218912,0.03287635538608487,-0.023998688328865956,-2.2593732332127203,0.02659072472325385,0.1300240755420411,-0.2455622585060687,0.08385623424338588,0.09856356073536235,3138
CCDC169,0.020893393043598243,0.04487585224311841,-0.023982459199520165,-2.28465085330556,0.025059013514616136,0.12558516999574051,-0.2659618148579357,0.08337984431609813,0.09059637129272255,3139
ANO4,-0.05436580870900071,-0.030383806531999343,-0.023982002177001364,-1.8867423086037638,0.06305630588847258,0.22030192193757792,-0.24725084443480067,0.10183613204924574,0.09667160398028062,3140
SPRYD7,0.0836561025025434,0.10763581065967802,-0.023979708157134613,-1.9569163112338213,0.05385563130925733,0.1996975625219458,-0.21222976005629215,0.09672022836260293,0.11396629424460575,3141
POLB,0.051242961642336625,0.07520405789470049,-0.02396109625236386,-2.28412279870585,0.024860202957495546,0.1250051315846474,-0.21555016234288188,0.08151344893801955,0.11281995653692567,3142
EML6,-0.21914761532789728,-0.19518884283339985,-0.023958772494497432,-1.6427620084901962,0.10442742169189763,0.30090932872025095,-0.18558044201260998,0.115549043607789,0.12993364307900263,3143
