Gene,Mean_GBM,Mean_Other,Diff_Score,T_Stat,P_Value,FDR,Cohen_D,Std_GBM,Std_Other,Rank_Selectivity
LYRM4,-1.4451429052107319,-1.2177542941509505,-0.22738861105978136,-5.362610218048069,8.095395323851636e-07,7.975743601757346e-05,-0.615889910878287,0.3364251614811457,0.37123330595352627,35
FGFR1,-0.2863277539924704,-0.06187124776696018,-0.22445650622551022,-4.364911633847632,4.183470529606251e-05,0.001627197615322553,-0.7108519338400485,0.4166056353675078,0.30806303384206624,36
SOD1,-1.6000026608568059,-1.378270803002874,-0.2217318578539318,-3.306477669798891,0.001456510718742848,0.019619484883703173,-0.4523698919670032,0.5386841894970509,0.4868351072990371,37
EAF1,-0.6265897487388945,-0.4095610545359237,-0.21702869420297083,-4.480801140161748,2.7162507580787685e-05,0.0011996328163327683,-0.6905060733748547,0.3914717722744139,0.30862204978438146,38
SRSF2,-2.470049292532049,-2.253044693170802,-0.21700459936124705,-4.419671890200122,3.213026739516965e-05,0.001358792039299026,-0.5413175393600314,0.3915511131170493,0.40148114571632815,39
ALG1,-1.1880369899537488,-0.9743426103250523,-0.21369437962869653,-6.046285549877079,4.3329302429670996e-08,6.368341982511727e-06,-0.6301198784198413,0.27785055366766975,0.342736391355502,40
LONP1,-1.5669064990660446,-1.3563935406301868,-0.21051295843585782,-3.412942813633881,0.001019981411549174,0.015552114532728095,-0.3895634163726641,0.4891217911104133,0.5435456387740508,41
POP7,-0.9816086616594458,-0.7714370287306187,-0.21017163292882712,-5.342643946976045,8.843492315693091e-07,8.66517271654059e-05,-0.6213060068046791,0.31244093402921796,0.3398847763376178,42
EIF3B,-1.9715156513105143,-1.763575371229103,-0.2079402800814114,-4.766284653590762,8.931815508388352e-06,0.0005356400798692694,-0.6189325015599386,0.34932681348639577,0.3350793124383044,43
RABGGTB,-1.6293440909969388,-1.4223511880157897,-0.20699290298114903,-4.776283424375153,8.482714461226571e-06,0.0005147074254067531,-0.5971856112016973,0.3461164147339191,0.34664632809856805,44
CCT6A,-1.764948102146406,-1.559086510329306,-0.20586159181710006,-6.527900518195057,6.055126762852377e-09,1.1079028365786323e-06,-0.7448063603718652,0.25006537213336333,0.2780209604978249,45
BRAT1,-0.5731421867488239,-0.3678550988209307,-0.20528708792789319,-4.498563122911097,2.448970333582635e-05,0.0011205390472104073,-0.5900895611275343,0.36563151035920805,0.34670714943707753,46
CCT4,-2.308029912433664,-2.1067117621797626,-0.20131815025390143,-4.750364362974772,9.346976226545643e-06,0.0005562784011349264,-0.5908753625019313,0.3383396599890743,0.3408652787021804,47
CDC42,-1.2727738356205176,-1.0753365906959094,-0.19743724492460824,-4.995321522618675,3.055891958485178e-06,0.00023416751584443474,-0.4613793956162952,0.30623440310593086,0.43465908856592844,48
EEF1A1,-2.1812628038866433,-1.9857783961888047,-0.1954844076978386,-2.145535931274267,0.03737764441185602,0.15991852587663813,-0.32269609470857563,0.4809694943686041,0.6130172562291035,49
CDK2,-0.8974573327170114,-0.7031970067098839,-0.1942603260071275,-3.6243681014896727,0.0005332030327924847,0.009938527630979254,-0.5478683573988928,0.43281555958359513,0.3488836645582935,50
HAUS5,-1.4744603267912566,-1.2804816424639642,-0.19397868432729237,-4.105249670738478,9.92259617171717e-05,0.0030105257522006867,-0.4851771759524343,0.37578005147008536,0.4013218048346163,51
ALG2,-1.6536284158466878,-1.4598598478862344,-0.1937685679604535,-4.074275549685254,0.00011044687152360259,0.0032254443864653385,-0.47655284927181396,0.3779106798965187,0.4083995021755514,52
MED11,-2.10767518827142,-1.9155422133379667,-0.1921329749334535,-4.419789374995204,3.1121811186607797e-05,0.0013382378810241353,-0.49185731958387346,0.3439487117397485,0.39346931779379135,53
PTPMT1,-0.7431301008799247,-0.5520288246986295,-0.19110127618129524,-4.714344175145036,1.041772851459906e-05,0.0006025815806299217,-0.5443554963493206,0.321762395279363,0.3528794362475085,54
TAF1C,-1.2936138786012863,-1.102791265599788,-0.19082261300149828,-5.680779953074137,1.9694930925134457e-07,2.293180561159649e-05,-0.572733171290932,0.2631243365291551,0.33722822008552666,55
C19orf53,-0.8610142003559307,-0.6738231444624697,-0.18719105589346097,-4.61911662937383,1.5554461567520885e-05,0.0007901049585473569,-0.5966594881323971,0.3243761714889178,0.3130275469351057,56
CHMP7,-0.8337170090992846,-0.6480864538244213,-0.18563055527486327,-4.743800335902081,9.369030011864802e-06,0.0005562784011349264,-0.5564680020964794,0.3110149114653434,0.33500135397140157,57
PPP1CB,-1.3615258740215177,-1.17724888859257,-0.18427698542894766,-4.108127528031624,0.0001017759277053017,0.003047371717939921,-0.5725694512094851,0.36071140933148815,0.319152448428816,58
ACTL6A,-1.7141893251585314,-1.530105353806953,-0.1840839713515785,-4.617231218219991,1.539442836141904e-05,0.0007886785569960137,-0.5655357194748827,0.3179399581015827,0.3259891643800653,59
MAK16,-1.9862686838911878,-1.802478245622317,-0.18379043826887087,-3.879632263141806,0.00022420545206164352,0.005405759348430725,-0.5316802183821807,0.3805806511905568,0.34328763231632053,60
POLR1H,-1.0260018621812692,-0.8434182780413051,-0.18258358413996412,-6.3103866781139555,1.5334482133020074e-08,2.4771405326773236e-06,-0.7156101259734509,0.22931258585265277,0.2567326756961365,61
NBAS,-0.7979770397721596,-0.6160895579947901,-0.18188748177736946,-3.886930698060461,0.000221226627021129,0.005362944680782446,-0.5764878137516922,0.3775273843885026,0.31105183183401225,62
NPM1,-0.9558336709320691,-0.7759817727095297,-0.17985189822253933,-2.4926751452590232,0.01685626076128617,0.09822866808925003,-0.4367480321659952,0.3904344986193511,0.41314792655822374,63
PFDN1,-0.7671425400217201,-0.5877363046794783,-0.17940623534224176,-3.8926939944306853,0.00020872392852507198,0.005219844856880147,-0.46057631649748476,0.36656048114646933,0.3909712516150838,64
